rank,person_name,rankings_school,paper_count_full,paper_count_frac_authors,citation_frac_authors_openalex,unique_om_or_papers,first_year,last_year
881,Margaret L. Brandeau,Stanford,1,0.2500,25.0000,1,2018,2018
881,Nicola Secomandi,Carnegie Mellon (Tepper),1,0.2500,25.0000,1,2016,2016
881,Stephen Smith,Carnegie Mellon (Tepper),1,0.2500,25.0000,1,2016,2016
885,Allison O’Hair,Stanford,1,0.2500,24.7500,1,2016,2016
885,John Silberholz,MIT,1,0.2500,24.7500,1,2016,2016
885,Stephen Relyea,MIT,1,0.2500,24.7500,1,2016,2016
888,Andras Molnar,Chicago (Booth),1,0.2500,22.7500,1,2022,2022
888,Russell Golman,Carnegie Mellon (Tepper),1,0.2500,22.7500,1,2022,2022
890,Maryam Kouchaki,Northwestern (Kellogg),1,0.2500,19.7500,1,2020,2020
891,Xianjun Geng,UT Dallas,1,0.2500,18.7500,1,2016,2016
892,Brad Greenwood,Virginia (Darden),1,0.2500,18.2500,1,2020,2020
892,Jeffery McCullough,Michigan (Ross),1,0.2500,18.2500,1,2020,2020
892,Kartik K. Ganju,McGill (Desautels),1,0.2500,18.2500,1,2020,2020
895,Robert L. Winkler,Duke (Fuqua),1,0.2500,17.2500,1,2017,2017
896,Emre M. Demirezen,Florida (Warrington),1,0.2500,13.5000,1,2023,2023
896,Ramkumar Janakiraman,Columbia,1,0.2500,13.5000,1,2023,2023
898,Susan J. Lambert,Chicago (Booth),1,0.2500,13.2500,1,2022,2022
899,James B. Rebitzer,Boston U (Questrom),1,0.2500,11.2500,1,2022,2022
899,Keith Marzilli Ericson,Boston U (Questrom),1,0.2500,11.2500,1,2022,2022
899,Leila Agha,Dartmouth (Tuck),1,0.2500,11.2500,1,2022,2022
902,Ciamac C. Moallemi,Columbia,1,0.2500,11.0000,1,2020,2020
902,Mariana Nicolae,Michigan (Ross),1,0.2500,11.0000,1,2017,2017
902,Mark Ferguson,Columbia,1,0.2500,11.0000,1,2017,2017
902,Nikhil Bhat,Columbia,1,0.2500,11.0000,1,2020,2020
906,Aaron Striegel,Notre Dame (Mendoza),1,0.2500,10.2500,1,2022,2022
906,Idris Adjerid,Virginia Tech (Pamplin),1,0.2500,10.2500,1,2022,2022
906,Rachael Purta,Notre Dame (Mendoza),1,0.2500,10.2500,1,2022,2022
909,Sudipto Dasgupta,UW (Foster),1,0.2500,10.0000,1,2023,2023
910,Yuan Zhou,UIUC (Gies),1,0.2500,9.7500,1,2022,2022
911,Fahad Saleh,UNC (Kenan-Flagler),1,0.2500,9.2500,1,2023,2023
911,Wenjun Wang,Columbia,1,0.2500,9.2500,1,2023,2023
913,Yuxin Chen,NYU (Stern),1,0.2500,8.0000,1,2024,2024
914,Anandasivam Gopal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Brad N. Greenwood,Wharton (UPenn),1,0.2500,7.2500,1,2017,2017
914,Daniel Jiang,Wharton (UPenn),1,0.2500,7.2500,1,2022,2022
914,Rajshree Agarwal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Ritu Agarwal,Maryland (Smith),1,0.2500,7.2500,1,2017,2017
914,Saif Benjaafar,Minnesota (Carlson),1,0.2500,7.2500,1,2022,2022
914,Xiang Li,UW (Foster),1,0.2500,7.2500,1,2022,2022
921,Prashant Loyalka,Stanford,1,0.2500,7.0000,1,2022,2022
922,Boris Groysberg,Harvard,1,0.2500,6.5000,1,2021,2021
922,J. Yo-Jud Cheng,Virginia (Darden),1,0.2500,6.5000,1,2021,2021
922,Nicolás E. Stier-Moses,Columbia,1,0.2500,6.5000,1,2016,2016
922,Paul Healy,Harvard,1,0.2500,6.5000,1,2021,2021
922,Rajesh Vijayaraghavan,UBC (Sauder),1,0.2500,6.5000,1,2021,2021
927,Chad Syverson,Chicago (Booth),1,0.2500,6.2500,1,2021,2021
927,Vishal Ahuja,SMU (Cox),1,0.2500,6.2500,1,2021,2021
929,Brian Rongqing Han,USC (Marshall),1,0.2500,4.7500,1,2020,2020
929,Hyung Paek,Yale,1,0.2500,4.7500,1,2020,2020
931,Manmohan Aseri,UT Dallas,1,0.2500,4.5000,1,2018,2018
931,Qiong Wang,UIUC (Gies),1,0.2500,4.5000,1,2019,2019
933,Fan Zhang,Stanford,1,0.2500,3.7500,1,2023,2023
933,Jing Zhou,UNC (Kenan-Flagler),1,0.2500,3.7500,1,2023,2023
933,Jose Blanchet,Stanford,1,0.2500,3.7500,1,2023,2023
933,Moutaz J. Khouja,UNC (Kenan-Flagler),1,0.2500,3.7500,1,2023,2023
933,Nian Si,Stanford,1,0.2500,3.7500,1,2023,2023
933,Ram Mudambi,Wharton (UPenn),1,0.2500,3.7500,1,2023,2023
933,Shubham Gupta,Wharton (UPenn),1,0.2500,3.7500,1,2023,2023
940,Ayelet Israeli,Harvard,1,0.2500,3.5000,1,2022,2022
940,Charles Corbett,UCLA (Anderson),1,0.2500,3.5000,1,2017,2017
940,Fiona Scott-Morton,Yale,1,0.2500,3.5000,1,2022,2022
940,Florian Zettelmeyer,Northwestern (Kellogg),1,0.2500,3.5000,1,2022,2022
940,Terry Taylor,UC Berkeley (Haas),1,0.2500,3.5000,1,2017,2017
945,Matt Baucum,Florida (Warrington),1,0.2500,3.2500,1,2023,2023
946,Minje Park,Columbia,1,0.2500,3.0000,1,2024,2024
946,Rena M. Conti,Boston U (Questrom),1,0.2500,3.0000,1,2024,2024
948,David A. Asch,Wharton (UPenn),1,0.2500,2.7500,1,2024,2024
948,Dennis J. Zhang,UW (Foster),1,0.2500,2.7500,1,2025,2025
948,Kevin G. Volpp,Wharton (UPenn),1,0.2500,2.7500,1,2024,2024
948,Suparerk Lekwijit,Arizona State (Carey),1,0.2500,2.7500,1,2024,2024
952,Daniel Bauer,Wisconsin-Madison,1,0.2500,2.5000,1,2020,2020
952,Steven Kou,Boston U (Questrom),1,0.2500,2.5000,1,2023,2023
954,Don A. Moore,UC Berkeley (Haas),1,0.2500,2.2500,1,2024,2024
954,Elliot Rabinovich,Arizona State (Carey),1,0.2500,2.2500,1,2025,2025
954,Jack B. Soll,Duke (Fuqua),1,0.2500,2.2500,1,2024,2024
954,Joshua Klayman,Chicago (Booth),1,0.2500,2.2500,1,2024,2024
954,Rui Sun,UW (Foster),1,0.2500,2.2500,1,2024,2024
954,Sanghak Lee,Arizona State (Carey),1,0.2500,2.2500,1,2025,2025
954,Stanley Frederick W. T. Lim,Michigan State (Broad),1,0.2500,2.2500,1,2025,2025
961,Alexander Wei,UC Berkeley (Haas),1,0.2500,2.0000,1,2023,2023
961,Douglas R. Bish,USC (Marshall),1,0.2500,2.0000,1,2022,2022
961,Ebru K. Bish,USC (Marshall),1,0.2500,2.0000,1,2022,2022
964,Anicet A. Fangwa,McGill (Desautels),1,0.2500,1.5000,1,2024,2024
964,Caroline Flammer,Columbia,1,0.2500,1.5000,1,2024,2024
964,Ding Zhao,Carnegie Mellon (Tepper),1,0.2500,1.5000,1,2024,2024
964,Hemeng Li,Cornell,1,0.2500,1.5000,1,2025,2025
964,Pieter L. van den Berg,SMU (Cox),1,0.2500,1.5000,1,2025,2025
964,Rowan P. Clarke,Harvard,1,0.2500,1.5000,1,2024,2024
964,Ruoxuan Xiong,Emory (Goizueta),1,0.2500,1.5000,1,2024,2024
964,Shane G. Henderson,Cornell,1,0.2500,1.5000,1,2025,2025
964,Yuanlu Bai,Columbia,1,0.2500,1.5000,1,2024,2024
973,John R. Busenbark,Notre Dame (Mendoza),1,0.2500,1.2500,1,2026,2026
973,Kaitlin D. Wowak,Notre Dame (Mendoza),1,0.2500,1.2500,1,2026,2026
973,Karthik V. Natarajan,Minnesota (Carlson),1,0.2500,1.2500,1,2026,2026
976,Parshan Pakiman,UIUC (Gies),1,0.2500,1.0000,1,2025,2025
976,Shelly Rathee,Wharton (UPenn),1,0.2500,1.0000,1,2023,2023
978,Fuqiang Zhang,WashU (Olin),1,0.2500,0.7500,1,2025,2025
979,Aaron Babier,Toronto (Rotman),1,0.2500,0.2500,1,2025,2025
979,Adam Diamant,Toronto (Rotman),1,0.2500,0.2500,1,2025,2025
979,Akshaya Suresh,Virginia (Darden),1,0.2500,0.2500,1,2025,2025
979,Alexandra Chouldechova,Carnegie Mellon (Tepper),1,0.2500,0.2500,1,2025,2025
979,Amine Bennouna,MIT,1,0.2500,0.2500,1,2025,2025
979,Artur Dubrawski,Carnegie Mellon (Tepper),1,0.2500,0.2500,1,2025,2025
979,Ashvin Gandhi,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Daniel Wiesen,SMU (Cox),1,0.2500,0.2500,1,2026,2026
979,Donghao Ying,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Elisa F. Long,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Javad Lavaei,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Jingyuan Hu,UCLA (Anderson),1,0.2500,0.2500,1,2025,2025
979,Jue Wang,Cornell,1,0.2500,0.2500,1,2025,2025
979,Long He,UW (Foster),1,0.2500,0.2500,1,2025,2025
979,Mengzi Amy Guo,UC Berkeley (Haas),1,0.2500,0.2500,1,2026,2026
979,Omar Skali Lami,MIT,1,0.2500,0.2500,1,2025,2025
979,Roozbeh Yousefi,MIT,1,0.2500,0.2500,1,2025,2025
979,Vincent Jeanselme,UNC (Kenan-Flagler),1,0.2500,0.2500,1,2025,2025
979,Volodymyr Babich,UW (Foster),1,0.2500,0.2500,1,2025,2025
979,Xueze Song,USC (Marshall),1,0.2500,0.2500,1,2025,2025
999,Andrew Li,Carnegie Mellon (Tepper),1,0.2500,0.0000,1,2025,2025
999,Ayelet Gneezy,UC San Diego (Rady),1,0.2500,0.0000,1,2025,2025
999,Brian Rongqing Han,UIUC (Gies),1,0.2500,0.0000,1,2025,2025
999,Fan Zou,Penn State (Smeal),1,0.2500,0.0000,1,2025,2025
999,Haiyan Liu,Florida (Warrington),1,0.2500,0.0000,1,2018,2018
999,Hannah Li,Stanford,1,0.2500,0.0000,1,2022,2022
999,Khaled Saleh,Michigan (Ross),1,0.2500,0.0000,1,2018,2018
999,Kyra Gan,Cornell,1,0.2500,0.0000,1,2025,2025
999,Leif D. Nelson,UC Berkeley (Haas),1,0.2500,0.0000,1,2025,2025
999,M. Bumin Yenmez,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,M. Utku Ünver,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,Minah H. Jung,NYU (Stern),1,0.2500,0.0000,1,2025,2025
999,Parag A. Pathak,MIT,1,0.2500,0.0000,1,2024,2024
999,Ramesh Johari,Stanford,1,0.2500,0.0000,1,2022,2022
999,Sriram Venkataraman,Columbia,1,0.2500,0.0000,1,2025,2025
999,Su Jia,Cornell,1,0.2500,0.0000,1,2025,2025
999,Tayfun Sönmez,Boston College (Carroll),1,0.2500,0.0000,1,2024,2024
999,Yan Dong,Columbia,1,0.2500,0.0000,1,2025,2025
1017,Mark Weber,MIT,1,0.2000,119.2000,1,2020,2020
1018,J. G. Dai,Cornell,1,0.2000,36.2000,1,2016,2016
1019,Hailong Cui,USC (Marshall),1,0.2000,29.8000,1,2021,2021
1019,Sanjith Gopalakrishnan,UBC (Sauder),1,0.2000,29.8000,1,2021,2021
1021,Aravind Chandrasekaran,Ohio State (Fisher),1,0.2000,29.4000,1,2016,2016
1021,Peter T. Ward,Ohio State (Fisher),1,0.2000,29.4000,1,2016,2016
1021,Susan D. Moffatt-Bruce,Ohio State (Fisher),1,0.2000,29.4000,1,2016,2016
1024,Qingxia Kong,SMU (Cox),1,0.2000,17.8000,1,2020,2020
1025,Daniel Diermeier,Chicago (Booth),1,0.2000,11.2000,1,2018,2018
1025,Seyed M. R. Iravani,Northwestern (Kellogg),1,0.2000,11.2000,1,2018,2018
1025,Wallace J. Hopp,Michigan (Ross),1,0.2000,11.2000,1,2018,2018
1025,Yao Cheng,Northwestern (Kellogg),1,0.2000,11.2000,1,2018,2018
1029,Linda V. Green,Columbia,1,0.2000,10.6000,1,2019,2019
1029,Suparerk Lekwijit,Wharton (UPenn),1,0.2000,10.6000,1,2019,2019
1031,Dan Zhang,Colorado (Leeds),1,0.2000,9.6000,1,2016,2016
1031,Saibal Ray,McGill (Desautels),1,0.2000,9.6000,1,2016,2016
1033,Marco Pavone,Stanford,1,0.2000,8.6000,1,2022,2022
1034,Lennart Baardman,MIT,1,0.2000,7.4000,1,2019,2019
1035,Anita Cattrell,Virginia (Darden),1,0.2000,2.6000,1,2022,2022
1035,Katherine Bobroske,Virginia (Darden),1,0.2000,2.6000,1,2022,2022
1037,Anne Canamucio,UW (Foster),1,0.2000,2.4000,1,2022,2022
1037,Humoud Alsabah,Columbia,1,0.2000,2.4000,1,2021,2021
1037,Rachel M. Werner,Wharton (UPenn),1,0.2000,2.4000,1,2022,2022
1037,Steven C. Marcus,Wharton (UPenn),1,0.2000,2.4000,1,2022,2022
1041,Fransisca Susan,MIT,1,0.2000,2.0000,1,2023,2023
1042,Andrea Lodi,Cornell,1,0.2000,1.8000,1,2024,2024
1042,Andrew Daw,USC (Marshall),1,0.2000,1.8000,1,2025,2025
1042,Antonio Castellanos,Chicago (Booth),1,0.2000,1.8000,1,2025,2025
1042,Jamol Pender,Cornell,1,0.2000,1.8000,1,2025,2025
1046,Joseph Newhouse,Harvard,1,0.2000,1.6000,1,2023,2023
1046,Mary Beth Landrum,Harvard,1,0.2000,1.6000,1,2023,2023
1048,Abhay Parekh,UC Berkeley (Haas),1,0.2000,1.4000,1,2023,2023
1048,David Marn,UC Berkeley (Haas),1,0.2000,1.4000,1,2023,2023
1048,Kannan Ramchandran,UC Berkeley (Haas),1,0.2000,1.4000,1,2023,2023
1048,Nihar Shah,Carnegie Mellon (Tepper),1,0.2000,1.4000,1,2023,2023
1052,Cong Shi,Florida (Warrington),1,0.2000,1.0000,1,2025,2025
1052,Edward McFowland,Harvard,1,0.2000,1.0000,1,2023,2023
1052,Esmaeil Keyvanshokooh,Texas A&M (Mays),1,0.2000,1.0000,1,2025,2025
1052,Jui Ramaprasad,Maryland (Smith),1,0.2000,1.0000,1,2023,2023
1052,Mark P. Van Oyen,Michigan (Ross),1,0.2000,1.0000,1,2025,2025
1052,Mohammad Zhalechian,Indiana (Kelley),1,0.2000,1.0000,1,2025,2025
1058,Gui Liberali,SMU (Cox),1,0.2000,0.8000,1,2022,2022
1058,Kaiqing Zhang,Maryland (Smith),1,0.2000,0.8000,1,2025,2025
1058,Tamer Başar,UIUC (Gies),1,0.2000,0.8000,1,2025,2025
1058,Weichao Mao,UIUC (Gies),1,0.2000,0.8000,1,2025,2025
1062,Houssam Nassif,UW (Foster),1,0.2000,0.2000,1,2022,2022
1062,Joseph Hong,UW (Foster),1,0.2000,0.2000,1,2022,2022
1062,Michael Honig,Northwestern (Kellogg),1,0.2000,0.2000,1,2020,2020
1062,Rakesh Vohra,Wharton (UPenn),1,0.2000,0.2000,1,2020,2020
1062,Sareh Nabi,UW (Foster),1,0.2000,0.2000,1,2022,2022
1062,Thành Nguyen,Purdue (Daniels),1,0.2000,0.2000,1,2020,2020
1062,Vijay Subramanian,Michigan (Ross),1,0.2000,0.2000,1,2020,2020
1062,Zhengling Qi,UW (Foster),1,0.2000,0.2000,1,2026,2026
1062,Zhuoran Yang,Yale,1,0.2000,0.2000,1,2026,2026
1062,Zuyue Fu,Northwestern (Kellogg),1,0.2000,0.2000,1,2026,2026
1072,C. B. Bhattacharya,Wharton (UPenn),1,0.2000,0.0000,1,2025,2025
1072,Chaojie Ji,UBC (Sauder),1,0.2000,0.0000,1,2025,2025
1072,Chu Wang,UW (Foster),1,0.2000,0.0000,1,2025,2025
1072,Damian Beil,Michigan (Ross),1,0.2000,0.0000,1,2025,2025
1072,Daniel Houser,Virginia (Darden),1,0.2000,0.0000,1,2026,2026
1072,Deena Kelly Costa,Yale,1,0.2000,0.0000,1,2025,2025
1072,Evan Gilbertson,Wharton (UPenn),1,0.2000,0.0000,1,2025,2025
1072,Guangyu Zhang,UW (Foster),1,0.2000,0.0000,1,2025,2025
1072,Jiawei Li,UW (Foster),1,0.2000,0.0000,1,2025,2025
1072,Jiayang Ren,UBC (Sauder),1,0.2000,0.0000,1,2025,2025
1072,Kaixun Hua,UBC (Sauder),1,0.2000,0.0000,1,2025,2025
1072,León Valdés,Wharton (UPenn),1,0.2000,0.0000,1,2025,2025
1072,Lisa M. Maillart,Wharton (UPenn),1,0.2000,0.0000,1,2018,2018
1072,Mark S. Roberts,Wharton (UPenn),1,0.2000,0.0000,1,2018,2018
1072,Michael Sjoding,Michigan (Ross),1,0.2000,0.0000,1,2025,2025
1072,Oleg A. Prokopyev,Wharton (UPenn),1,0.2000,0.0000,1,2018,2018
1072,Oliver Hahl,Carnegie Mellon (Tepper),1,0.2000,0.0000,1,2025,2025
1072,Renfei Tan,MIT,1,0.2000,0.0000,1,2025,2025
1072,Samir F. Saba,Wharton (UPenn),1,0.2000,0.0000,1,2018,2018
1072,Trevor Young-Hyman,Wharton (UPenn),1,0.2000,0.0000,1,2025,2025
1072,Yankai Cao,UBC (Sauder),1,0.2000,0.0000,1,2025,2025
1072,Yuhang Wu,UC Berkeley (Haas),1,0.2000,0.0000,1,2025,2025
1072,Zuohua Zhang,UW (Foster),1,0.2000,0.0000,1,2025,2025
1095,Dennis J. Zhang,Northwestern (Kellogg),1,0.1667,15.5000,1,2016,2016
1095,Eric Park,UBC (Sauder),1,0.1667,15.5000,1,2016,2016
1095,Robert S. Young,Indiana (Kelley),1,0.1667,15.5000,1,2016,2016
1098,Garud N. Iyengar,Columbia,1,0.1667,9.8333,1,2022,2022
1098,Shuangyu Wang,MIT,1,0.1667,9.8333,1,2022,2022
1098,Xiao-Yue Gong,MIT,1,0.1667,9.8333,1,2022,2022
1101,Petar Momčilović,Texas A&M (Mays),1,0.1667,9.6667,1,2020,2020
1102,Amandeep Singh,Wharton (UPenn),1,0.1667,5.1667,1,2022,2022
1102,Georgios Askalidis,Northwestern (Kellogg),1,0.1667,5.1667,1,2022,2022
1102,Nicole Immorlica,UW (Foster),1,0.1667,5.1667,1,2022,2022
1105,Billy Jin,Cornell,1,0.1667,2.8333,1,2023,2023
1105,David P. Williamson,Cornell,1,0.1667,2.8333,1,2023,2023
1107,René Caldentey,Chicago (Booth),1,0.1667,1.0000,1,2024,2024
1107,Yuan Zhong,Chicago (Booth),1,0.1667,1.0000,1,2024,2024
1109,Jan Willem Lindemans,Duke (Fuqua),1,0.1667,0.5000,1,2025,2025
1109,Jonathan N. Cloughesy,USC (Marshall),1,0.1667,0.5000,1,2025,2025
1109,Nina Bartmann,Duke (Fuqua),1,0.1667,0.5000,1,2025,2025
1112,Meng Qi,Cornell,1,0.1429,16.5714,1,2023,2023
1112,Yuanyuan Shi,UC San Diego (Rady),1,0.1429,16.5714,1,2023,2023
1112,Zuo-Jun (Max) Shen,Cornell,1,0.1429,16.5714,1,2023,2023
1115,Anthony Veltri,Ohio State (Fisher),1,0.1429,7.4286,1,2020,2020
1115,Brian Fynes,SMU (Cox),1,0.1429,7.4286,1,2020,2020
1115,John Gray,Ohio State (Fisher),1,0.1429,7.4286,1,2020,2020
1115,Mark Pagell,SMU (Cox),1,0.1429,7.4286,1,2020,2020
1115,Michalis Louis,SMU (Cox),1,0.1429,7.4286,1,2020,2020
1120,Eva C. Guinan,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Gary Gray,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Hardeep Ranu,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Jacqueline N. Lane,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Karim R. Lakhani,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Michael Menietti,Harvard,1,0.1429,6.4286,1,2022,2022
1120,Misha Teplitskiy,Michigan (Ross),1,0.1429,6.4286,1,2022,2022
1127,Nicholas Renegar,MIT,1,0.1429,6.1429,1,2021,2021
1127,Stacy Springs,MIT,1,0.1429,6.1429,1,2021,2021
1129,Debmalya Panigrahi,Duke (Fuqua),1,0.1429,3.2857,1,2022,2022
1129,Vincent Conitzer,Duke (Fuqua),1,0.1429,3.2857,1,2022,2022
1131,Claire Holloway,Toronto (Rotman),1,0.1429,1.0000,1,2022,2022
1131,Katharina Forster,Toronto (Rotman),1,0.1429,1.0000,1,2022,2022
1131,Luciano Ieraci,Toronto (Rotman),1,0.1429,1.0000,1,2022,2022
1131,Nasrin Yousefi,Toronto (Rotman),1,0.1429,1.0000,1,2022,2022
1131,Yusuf Shalaby,Toronto (Rotman),1,0.1429,1.0000,1,2022,2022
1136,Andrew Caplin,NYU (Stern),1,0.1429,0.0000,1,2025,2025
1136,Angela L. Duckworth,Wharton (UPenn),1,0.1429,0.0000,1,2025,2025
1136,Ben Weidmann,Harvard,1,0.1429,0.0000,1,2025,2025
1136,David Deming,Harvard,1,0.1429,0.0000,1,2025,2025
1136,Dean Karlan,Northwestern (Kellogg),1,0.1429,0.0000,1,2025,2025
1136,Erika L. Kirgios,Chicago (Booth),1,0.1429,0.0000,1,2025,2025
1136,Kadachi Jiada Ye,NYU (Stern),1,0.1429,0.0000,1,2025,2025
1136,Michael Luca,Johns Hopkins (Carey),1,0.1429,0.0000,1,2025,2025
1136,Molly Offer-Westort,Chicago (Booth),1,0.1429,0.0000,1,2025,2025
1136,Shangwen Li,NYU (Stern),1,0.1429,0.0000,1,2025,2025
1146,Jordan D. Tong,Wisconsin-Madison,1,0.1250,3.8750,1,2023,2023
1146,Samantha Keppler,Michigan (Ross),1,0.1250,3.8750,1,2023,2023
1148,Alisa Judy-Malcolm,Indiana (Kelley),1,0.1250,1.2500,1,2023,2023
1148,Areeba Kara,Indiana (Kelley),1,0.1250,1.2500,1,2023,2023
1148,Edwin C. Coe,UW (Foster),1,0.1250,1.2500,1,2023,2023
1148,Jonathan E. Helm,Indiana (Kelley),1,0.1250,1.2500,1,2023,2023
1148,Kurt M. Bretthauer,Indiana (Kelley),1,0.1250,1.2500,1,2023,2023
1153,Andreea Georgescu,MIT,1,0.1250,0.0000,1,2025,2025
1153,Andrew T. Zheng,UBC (Sauder),1,0.1250,0.0000,1,2025,2025
1153,Jingchen Wu,UW (Foster),1,0.1250,0.0000,1,2026,2026
1153,Joshua T. Wilde,MIT,1,0.1250,0.0000,1,2025,2025
1153,Omar Mouchtaki,NYU (Stern),1,0.1250,0.0000,1,2026,2026
1153,Salal Humair,UW (Foster),1,0.1250,0.0000,1,2026,2026
1153,Tianyi Peng,Columbia,1,0.1250,0.0000,1,2025,2025
1160,Aldo Carranza,Stanford,1,0.1111,3.0000,1,2022,2022
1161,Gregory M. Fischer,UC Berkeley (Haas),1,0.1000,2.6000,1,2023,2023
1161,James Chu,Columbia,1,0.1000,2.6000,1,2023,2023
1161,Joshua Cohen,Stanford,1,0.1000,2.6000,1,2023,2023
1161,Prashant Loyalka,Columbia,1,0.1000,2.6000,1,2023,2023
1165,Carey E. Priebe,Johns Hopkins (Carey),1,0.0833,1.1667,1,2025,2025
1165,Christopher White,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Emily Cox Pahnke,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Fereshteh Amini,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Jeffrey Weston,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Jonathan Larson,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Joshua Vogelstein,Johns Hopkins (Carey),1,0.0833,1.1667,1,2025,2025
1165,Neha Parikh Shah,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Nicholas Caurvina,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Patrick Bourke,UW (Foster),1,0.0833,1.1667,1,2025,2025
1165,Tiona Zuzul,Harvard,1,0.0833,1.1667,1,2025,2025
1165,Youngser Park,Johns Hopkins (Carey),1,0.0833,1.1667,1,2025,2025
